study_hours,grade
3.745401188473625,30.203939102358945
9.50714306409916,57.878451882875744
7.319939418114051,46.368400525793774
5.986584841970366,39.33071681867325
1.5601864044243652,14.843888041386972
1.5599452033620265,16.360037600020718
0.5808361216819946,11.982903066490397
8.661761457749352,55.42305174118459
6.011150117432088,40.74298716629736
7.080725777960454,41.8775485790768
0.20584494295802447,11.677392653579712
9.699098521619943,57.725328047267084
8.324426408004218,50.26828803940917
2.1233911067827616,21.840308111595547
1.8182496720710062,21.15324740534693
1.8340450985343382,21.032785730904088
3.0424224295953772,23.53367710153161
5.247564316322379,35.61939682990947
4.319450186421157,32.259777794912914
2.9122914019804194,26.512547264146814
6.118528947223795,39.63429626042839
1.3949386065204183,16.603375079274457
2.9214464853521815,22.394562478748853
3.663618432936917,25.925678916523246
4.56069984217036,34.4285508556402
7.851759613930136,51.97127812679233
1.9967378215835974,19.83966886475732
5.142344384136116,37.71878771646463
5.924145688620425,40.34400049319739
0.46450412719997725,11.032281126789638
6.075448519014383,41.100033806088746
1.7052412368729153,21.602279317296514
0.6505159298527952,13.180927571044071
9.488855372533333,60.57356417429468
9.656320330745594,53.04211144554848
8.08397348116461,52.0636724145735
3.0461376917337066,25.404782595144873
0.9767211400638387,14.285590999387459
6.842330265121569,44.39517287867885
4.4015249373960135,28.03248685777828
1.2203823484477883,15.662567966563916
4.951769101112702,35.473070648587004
0.34388521115218396,14.675214145243952
9.093204020787821,54.42947966739182
2.587799816000169,21.32201187421447
6.62522284353982,42.122600130530024
3.1171107608941098,27.416358039874698
5.200680211778108,36.66090327820991
5.4671027934327965,36.2759935596299
1.8485445552552704,20.269257642503064
